TEfam	TEpropCov	CE	CP	HE	HP	LE	LP	CE1	CE2	CE3	CE4	CP1	CP2	CP3	CP4	HE1	HE2	HE3	HE4	HP1	HP2	HP3	HP4	LE1	LE2	LE3	LE4	LP1	LP2	LP3	LP4	Mean_Early	Mean_Postponed	Mean_Control	Mean_High	Mean_Low	Diff_PostEarly	log2Rat_PostEarly	Diff_HighCont	Diff_HighLow	Diff_ContLow	log2Rat_HighCont	log2Rat_HighLow	log2Rat_ContLow	Diff_PostEarlyCont	Diff_PostEarlyHigh	Diff_PostEarlyLow	log2Rat_PostEarlyCont	log2Rat_PostEarlyHigh	log2Rat_PostEarlyLow	Df_Diet	F_value_Diet	PvalFull_Diet	Df_Breeding	F_value_Breeding	PvalFull_Breeding	Df_Inter	F_value_Inter	PvalFull_Inter	Df_resid	Df_Low	F_value_Low	Pval_Low	Df_Low_nested	F_value_Low_nested	Pval_Low_nested	Df_Low_resid	Df_Cont	F_value_Cont	Pval_Cont	Df_Cont_nested	F_value_Cont_nested	Pval_Cont_nested	Df_Cont_resid	Df_High	F_value_High	Pval_High	Df_High_nested	F_value_High_nested	Pval_High_nested	Df_High_resid	Bonf_Full	Bonf_Low	Bonf_Cont	Bonf_High	fb_id	source_id	flybase_name	species	te_name	te_type_gff	te_type_fasta	repbase_fasta_header_subtype	te_subtype_fasta	misc_subtype	repbase_species	percentage	match	synonym	repbase_meta	TEsubclass	TEclass	length
GYPSY4	0.942644483362522	13.836322	14.397814	14.712963	14.078032	13.070424	14.913335	14.7490807063631	13.5683390251022	15.2652335084647	11.7626347051956	14.7273731757151	14.095683158202	14.632887186223	14.1353115878576	15.5616112084063	14.1954105370695	14.703350992411	14.39148117338	13.4616186514886	14.0626352889667	14.3477320490368	14.4401418563923	13.6023505545826	13.3827364273205	12.9638950671337	12.3327127845884	15.2515229130181	14.734210303561	14.286399007589	15.3812057793345	13.873	14.463	14.117	14.395	13.992	0.59	0.06	0.278	0.404	0.125	0.028	0.041	0.013	0.561	-0.635	1.843	0.057	-0.064	0.19	2	116.14	3.94638562416766e-51	1	709.95	4.41595733331242e-156	2	1044.53	0	164442	1	2489.74479607527	0	6	103.513311402969	3.70597101657147e-130	54808	1	208.707691587233	3.21150990869718e-47	6	417.659045071028	0	54808	1	280.704306998954	7.56456242146291e-63	6	97.2247884407174	4.16296303957067e-122	54808	TRUE	TRUE	TRUE	TRUE	FBte0000688	nnnnnnnn	gypsy4	Dmel	gypsy4	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY4_I|GYPSY4_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	6852
GYPSY5	0.901750576740399	2.070635	2.314667	2.46875	2.225485	2.092267	2.274593	2.38169222418239	2.31219052788709	2.2333047903379	1.3553507938662	2.29487488125933	2.48836232867418	2.43280852218754	2.04262192970552	2.39849151852354	2.52783525580133	2.47682928484191	2.47184584068395	2.04072397883023	2.40924616637264	2.21599335052246	2.23597665897679	2.04619161351608	2.00619107070159	2.09364187813815	2.22304423938119	2.70641756004885	2.07146899172208	2.01089184421224	2.30959316053739	2.211	2.272	2.193	2.347	2.183	0.061	0.039	0.154	0.164	0.009	0.098	0.104	0.006	0.244	-0.243	0.182	0.161	-0.15	0.121	2	300.81	3.79977065049313e-131	1	99.37	2.121100629799e-23	2	626.06	1.15591574089161e-271	176850	1	326.867921826683	7.28189303657537e-73	6	266.412535306252	0	58944	1	544.868525439296	5.77834070233132e-120	6	618.906989298971	0	58944	1	509.771587745501	2.13651740281566e-112	6	54.9924236619352	4.84563881349703e-68	58944	TRUE	TRUE	TRUE	TRUE	FBte0000308	AE003485	gypsy5	Dmel	gypsy5	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY5_I|GYPSY5_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	7369
GYPSY6	0.914387937643752	8.86587	7.710498	7.948942	7.70065	6.997692	7.564695	10.6438222591362	7.91780130334782	7.79741374904166	9.10444313825709	8.45494198824431	7.31528903654485	7.77112777919755	7.30063135701508	8.68156069511883	7.27314528494761	7.98372003577818	7.85734065934066	6.9979010989011	8.16092333248147	7.74429286992078	7.89948300536673	7.16549654996167	7.5265991566573	6.57182098134424	6.72685177613085	7.4299219269103	7.44440212113468	7.40089764886276	7.98355813953488	7.938	7.659	8.288	7.825	7.281	-0.279	-0.052	-0.463	0.544	1.007	-0.083	0.104	0.187	-1.155	-0.248	0.567	-0.201	-0.046	0.112	2	1348.38	0	1	309.62	3.01132397058008e-69	2	985.03	0	187818	1	507.400036609844	6.51295933220421e-112	6	104.893061481966	5.10268252440697e-132	62600	1	1566.7657956573	0	6	600.597801159409	0	62600	1	87.3097761610602	9.5719969280594e-21	6	206.557013016522	5.98875544735381e-262	62600	TRUE	TRUE	TRUE	TRUE	FBte0001175	nnnnnnnn	gypsy6	Dmel	gypsy6	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY6_I|GYPSY6_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	7826
GYPSY7	0.932008749544295	4.496121	4.853502	4.863992	4.599999	4.311491	4.816699	4.95004447685016	4.37090958804229	4.91200729128691	3.7515227852716	4.97648395916879	4.6660127597521	4.8547218374043	4.91678891724389	5.15165056507474	4.71217918337587	4.82538261028071	4.76675720014583	4.39312194677361	4.63135672621218	4.74465658038644	4.63085982500911	4.46558275610645	4.43123878964637	4.23277579292745	4.11636584032082	4.9836018957346	4.73386511119213	4.49874772147284	5.05058002187386	4.557	4.757	4.675	4.732	4.564	0.2	0.062	0.057	0.168	0.111	0.018	0.052	0.035	0.357	-0.264	0.505	0.11	-0.081	0.16	2	56.47	3.05416146147664e-25	1	231.42	3.23553122313461e-52	2	322.81	1.40741372263289e-140	131658	1	525.058434701524	1.60453438113331e-115	6	46.7771888666965	1.74922854195076e-57	43880	1	244.882546930939	4.77718039489013e-55	6	160.319505667977	2.66149959860772e-202	43880	1	132.937141823704	1.03340169271877e-30	6	28.9935820137178	7.65328574625764e-35	43880	TRUE	TRUE	TRUE	TRUE	FBte0000171	AE003788	gypsy7	Dmel	gypsy7	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY7_I|GYPSY7_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	5486
GYPSY8	0.895660948536832	2.345157	2.03277	2.101007	2.037932	2.041202	2.070497	2.20637053481332	2.00040706357215	2.17254328960646	3.00130676084763	2.0524946518668	1.999087790111	2.04621493440969	2.03328375378406	2.25230837537841	2.02876125126135	2.07258829465187	2.05037154389506	1.94247608476287	2.00847830474268	2.10996992936428	2.09080262361251	2.00763612512614	2.06877598385469	2.01346720484359	2.07492774974773	2.09111059535822	2.0650561049445	2.01837800201816	2.10744379414733	2.162	2.047	2.189	2.069	2.056	-0.115	-0.079	-0.119	0.014	0.133	-0.081	0.01	0.091	-0.312	-0.063	0.029	-0.206	-0.044	0.021	2	61.5	2.02367314761116e-27	1	114.49	1.04823873782525e-26	2	89.54	1.39159617098265e-39	118914	1	2.65995312455325	0.102911712993153	6	2.1513948949802	0.0445381261546845	39632	1	255.837158992815	2.09836413978802e-57	6	131.115787476295	5.22997407770825e-165	39632	1	11.8954013354116	0.00056331187230942	6	12.3201713013167	6.6006290843541e-14	39632	TRUE	FALSE	TRUE	FALSE	FBte0000168	AE003788	gypsy8	Dmel	gypsy8	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|GYPSY8_I|GYPSY8_LTR|endogenous_retrovirus;env|gag|pol|internal_portion.	LTR	RNA	4955
HEL	1	4.377913	4.440845	4.798338	4.549396	4.026684	4.227708	4.41197038724374	4.46149430523918	4.5693416856492	4.0688451025057	4.34019589977221	4.33747380410023	4.64735687167806	4.43835307517084	4.84360971905847	4.65554365983295	4.92050113895216	4.77369855732726	4.44997038724374	4.54580030372058	4.67865375854214	4.52315869400152	4.18966438876234	4.26828094153379	3.97120728929385	3.67758162490509	4.4840728929385	4.14075930144267	4.14682763857251	4.13917388003037	4.401	4.406	4.409	4.674	4.127	0.005	0.002	0.264	0.547	0.282	0.084	0.179	0.095	0.063	-0.249	0.201	0.021	-0.077	0.07	2	661.78	2.80219940950362e-282	1	0.17	0.683384352769568	2	117.62	1.27899888360615e-51	31602	1	105.259239366878	1.39855727698852e-24	6	64.5850128915283	4.08979933649126e-79	10528	1	8.50950272605175	0.00354043153401065	6	36.4877366190525	5.20088052507333e-44	10528	1	129.17587308946	9.25110301100458e-30	6	11.3365964047269	1.14709044753452e-12	10528	FALSE	TRUE	FALSE	TRUE	FBte0000984	nnnnnnnn	Helena	Dmel	Helena	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	99.468	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;reverse_transcriptase|retrotransposon|HELENA|HELENA_RT.	non-LTR	RNA	1317
HOPPER2	1	3.816524	4.580157	4.70013	4.641325	4.252661	4.609089	4.54035404896422	4.31729378531073	4.11698493408663	2.29146390458255	4.70257124921532	4.68120966729441	4.42033082234777	4.51651475204018	4.83072755806654	4.56207407407407	4.78744005021971	4.62027746390458	4.73677777777778	4.51443251726303	4.59430382925298	4.71978719397363	4.18310483364721	4.23266227244193	4.16329001883239	4.43158882611425	4.48001004394225	4.77779661016949	4.53282862523541	4.64571876961707	4.256	4.61	4.198	4.671	4.431	0.354	0.115	0.472	0.24	-0.233	0.154	0.076	-0.078	0.764	-0.059	0.356	0.263	-0.018	0.116	2	255.63	5.2047513241561e-111	1	430.03	5.33812809430494e-95	2	193.71	1.98618082556251e-84	38226	1	160.675854263254	1.33952488163556e-36	6	10.2784565976894	2.19740373496221e-11	12736	1	746.797657880672	7.73465861928086e-160	6	346.373665267413	0	12736	1	3.78248365128259	0.0518137112606606	6	7.62911547333558	3.39719128921067e-08	12736	TRUE	TRUE	TRUE	FALSE	FBte0000930	AF541950	hopper2	Dmel	hopper2	terminal_inverted_repeat_element	DNA	Transib	NA	Transib	Drosophila_melanogaster	87.196	2	NA	Transib|DNA_transposon|Transposable_Element|Nonautonomous;nonautonomous_DNA_transposon|TIR|DMTRDNA|M4DM.	TIR	DNA	1593
INE1	0.980360065466448	10.849235	12.591375	12.87721	12.441265	12.235194	12.508403	12.6763371522095	12.1523306055646	12.7369639934534	5.83130769230769	12.5539656301146	12.4401358428805	12.9154779050736	12.4559198036007	13.3238428805237	12.749387888707	12.7622847790507	12.6733240589198	12.1488117839607	12.7943044189853	12.5127692307692	12.3091734860884	12.4685908346972	12.3098019639935	12.009829787234	12.1525531914894	12.5100458265139	12.6179247135843	12.2510261865794	12.6546137479542	11.987	12.514	11.72	12.659	12.372	0.526	0.062	0.939	0.287	-0.651	0.111	0.033	-0.078	1.742	-0.436	0.273	0.215	-0.05	0.032	2	3.14	0.0431712573079641	1	2.82	0.0929329271839041	2	4.19	0.0151617889968362	14658	1	0.254508142226008	0.6139412700822	6	0.0617369785208759	0.999076863581039	4880	1	10.9452257772577	0.000945250707463421	6	10.1958783946093	3.06671542371947e-11	4880	1	0.611994368437454	0.434075838380922	6	0.135067105995395	0.991784589208878	4880	FALSE	FALSE	FALSE	FALSE	FBte0000312	U66884	INE-1	Dmel	INE-1	terminal_inverted_repeat_element	DNA	Helitron	NA	NA	Drosophila_simulans	82.086	2	NA	Helitron|DNA_transposon|Transposable_Element|Nonautonomous;DNAREP1_DSim.	TIR	DNA	611
INVADER	0.832589285714286	9.785924	10.033207	10.270547	9.413205	9.517497	10.021209	9.87075892857143	9.41464533730159	10.2807219742063	9.57756870039683	10.7047668650794	9.35615947420635	10.1734920634921	9.89841096230159	10.5173062996032	10.3249615575397	10.219982390873	10.0199377480159	8.91449404761905	9.64042881944444	9.33730704365079	9.76059126984127	9.83094593253968	9.51431299603175	9.38855729166667	9.33617286706349	9.74678075396825	10.2848467261905	10.2849357638889	9.76827455357143	9.858	9.823	9.91	9.842	9.769	-0.035	-0.005	-0.068	0.073	0.14	-0.01	0.011	0.021	0.247	-0.857	0.504	0.036	-0.126	0.074	2	4.83	0.00802600013160664	1	0.92	0.336189984296041	2	128.33	2.18303365705659e-56	96762	1	64.6965308132277	9.03360065478457e-16	6	9.05428459199145	6.46748009769852e-10	32248	1	15.0081052608511	0.000107261857041271	6	28.2355293535504	7.40076383431424e-34	32248	1	175.133432921406	7.11435419172626e-40	6	11.0395131103348	2.48412285915599e-12	32248	FALSE	TRUE	FALSE	TRUE	FBte0000357	nnnnnnnn	invader1	Dmel	invader1	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|INVADER_group;INVADER1_I|INVADER1_LTR|gag|integrase|protease;reverse_transcriptase|GYPSY71-I_AG|internal_portion.	LTR	RNA	4032
INVADER2	0.93071818891491	15.609024	18.310312	18.326265	17.427886	16.624843	18.718733	17.8758030835285	17.1466596409055	18.3273417252147	9.08629195940671	18.6717287275566	17.0020296643247	18.8410696721311	18.7264199843872	19.3250948477752	17.8948540202966	18.0918885636222	17.9932209211553	16.9802599531616	17.2980480093677	17.6394806791569	17.7937566354411	17.2225729898517	17.1466034348165	16.2469176424668	15.8832786885246	18.3074906323185	19.342468579235	17.8982283372365	19.3267431693989	16.853	18.152	16.96	17.877	17.672	1.299	0.107	0.917	0.205	-0.712	0.076	0.017	-0.059	2.701	-0.898	2.094	0.23	-0.073	0.171	2	256.37	7.78636539437833e-112	1	1399.46	1.44252255285965e-304	2	1026.67	0	122970	1	1324.77296393543	1.6911699279625e-285	6	73.6089590936692	9.79322426071558e-92	40984	1	2179.37243385552	0	6	1486.74711555763	0	40984	1	236.763284268962	2.81615541968716e-53	6	42.6708649916255	3.10943302400707e-52	40984	TRUE	TRUE	TRUE	TRUE	FBte0001084	nnnnnnnn	invader2	Dmel	invader2	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|INVADER_group;INVADER2_I|INVADER2_LTR|gag|integrase|protease;reverse_transcriptase|internal_portion.	LTR	RNA	5124
INVADER3	0.920860685630926	5.998497	6.817062	6.610532	6.407287	6.339606	6.989865	6.3237928519329	6.13153318745441	6.4075280816922	5.13113512035011	7.08816575492341	6.14461761487965	6.78548723559446	7.24997939460248	7.17570076586433	6.75615153172867	6.26838566739606	6.24188913202042	6.18707148067104	6.65513986141503	6.46399671772429	6.3229405543399	6.51799161196207	6.44884208606856	6.28856801604668	6.10302242888403	6.91826859956236	7.24234664478483	6.44260393873085	7.35623997082422	6.316	6.738	6.408	6.509	6.665	0.422	0.093	0.101	-0.156	-0.257	0.023	-0.034	-0.057	0.819	-0.203	0.65	0.185	-0.045	0.141	2	137.15	3.15626011546809e-60	1	1092.5	1.34778387142414e-238	2	614.19	3.15533498600741e-266	131610	1	883.561956045976	2.99518843016029e-192	6	105.338638191248	2.65565857925096e-132	43864	1	1352.07553060518	1.50433042520268e-291	6	295.489680263643	0	43864	1	90.3736163129595	2.06771927872701e-21	6	130.143468757233	6.29253054232474e-164	43864	TRUE	TRUE	TRUE	TRUE	FBte0000619	nnnnnnnn	invader3	Dmel	invader3	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|INVADER_group;INVADER3_I|INVADER3_LTR|gag|integrase|protease;reverse_transcriptase|internal_portion.	LTR	RNA	5484
INVADER4	0.836070853462158	7.296133	8.16752	7.979119	7.903552	7.488475	7.96782	7.86743542673108	6.89680676328502	7.82369146537842	6.59659710144927	7.99639935587762	8.08002898550725	8.4867884057971	8.10686505636071	8.44759774557166	8.30210305958132	7.62503607085346	7.5417384863124	7.54022898550725	7.9093500805153	8.22608405797101	7.93854428341385	7.48702834138486	7.45426634460547	7.51993365539453	7.49266988727858	8.1406231884058	7.94019516908213	7.551053784219	8.23940644122383	7.588	8.013	7.732	7.941	7.728	0.425	0.079	0.21	0.213	0.004	0.039	0.039	0.001	0.871	-0.076	0.479	0.163	-0.014	0.09	2	19.03	5.45677233718173e-09	1	173.16	1.67287955636248e-39	2	72.33	4.16737251398525e-32	74514	1	76.4021360180624	2.4575273787606e-18	6	7.76576115508733	2.29558324820813e-08	24832	1	239.511384182509	8.96492284598083e-54	6	36.6967428173042	1.52033056902511e-44	24832	1	1.80497516459647	0.179124460329832	6	23.1206268112518	2.23535207202945e-27	24832	TRUE	TRUE	TRUE	FALSE	FBte0000292	nnnnnnnn	invader4	Dmel	invader4	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|INVADER_group;INVADER4_I|INVADER4_LTR|gag/DNA_binding_protein;internal_portion.	LTR	RNA	3105
INVADER5	0.845220406141654	1.237095	1.217462	1.266085	1.10435	1.075896	1.227134	1.30862233779099	1.2782788509163	1.21730188211986	1.14417781079742	1.2017186726102	1.21384744923229	1.22700941059931	1.22727365032194	1.3045705794948	1.20126126795443	1.29795715700842	1.26055002476473	0.984359583952452	1.12423675086677	1.08282689450223	1.22597647350173	1.10816097077761	1.17023006438831	1.01383754333829	1.0113573551263	1.29674541852402	1.30004160475483	1.02760104011887	1.2841466072313	1.193	1.183	1.227	1.185	1.152	-0.01	-0.012	-0.042	0.034	0.076	-0.05	0.042	0.092	-0.02	-0.162	0.151	-0.023	-0.197	0.19	2	89.88	1.00659277694438e-39	1	4.72	0.029830920476435	2	382.95	2.19032311377568e-166	96906	1	406.179748420581	8.88078616165027e-90	6	105.338526193541	5.83740743268127e-132	32296	1	5.33822444176071	0.0208689817714283	6	18.7957421962226	5.85840866161076e-22	32296	1	422.106251660683	3.35456090992897e-93	6	49.4578385661253	7.87246987506254e-61	32296	FALSE	TRUE	FALSE	TRUE	FBte0000188	nnnnnnnn	invader5	Dmel	invader5	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;endogenous_retrovirus|Gypsy_superfamily|INVADER_group;INVADER5_I|INVADER5_LTR|gag|integrase|reverse_transcriptase;internal_portion.	LTR	RNA	4038
INVADER6	0.865711361310133	2.252089	2.31851	2.142316	2.219046	2.028758	2.420229	2.38196642784033	2.16082968270215	2.2414022517912	2.2241582395087	2.52300102354145	2.27030194472876	2.23479242579324	2.24594431934493	2.31513776867963	1.95564360286592	2.12915680655067	2.16932589559877	2.11269825997953	2.39516642784033	2.16261330603889	2.2057054247697	2.15113469805527	2.06474575230297	1.95238300921187	1.94676806550665	2.2925957011259	2.52061453428864	2.19903050153531	2.66867512794268	2.141	2.319	2.285	2.181	2.224	0.178	0.115	-0.105	-0.044	0.061	-0.068	-0.029	0.039	0.066	0.077	0.391	0.042	0.051	0.255	2	112.66	1.31278295102515e-49	1	972.15	1.51778823285932e-212	2	348.33	1.47614761922471e-151	117234	1	1617.06436870457	0	6	145.833752888512	1.13673510749727e-183	39072	1	41.9884206320348	9.29057437678175e-11	6	65.4371819328021	2.8129378534185e-81	39072	1	65.6992773220585	5.40393901058299e-16	6	103.508325744849	7.4750876141979e-130	39072	TRUE	TRUE	TRUE	TRUE	FBte0000591	NT_033778	invader6	Dmel	invader6	LTR_retrotransposon	LTR	Gypsy	Gypsy	Gypsy	Drosophila_melanogaster	100	1	NA	Gypsy|LTR_Retrotransposon|Transposable_Element;Gypsy_superfamily|INVADER_group|INVADER6_I|INVADER6_LTR;endogenous_retrovirus|gag|pol|internal_portion.	LTR	RNA	4885
IVK	1	14.128714	14.483541	15.091779	14.214266	12.945067	14.149192	15.5915349870418	12.9403093298778	15.6145146242133	12.3684964827842	14.9510873750463	14.4406886338393	14.6737125138837	13.8686736393928	16.7705627545354	14.7303295075898	14.4868119215106	14.3794104035542	13.5303335801555	14.7800053683821	14.3067328767123	14.2399907441688	13.4032441688264	13.6397178822658	12.3482460199926	12.3890616438356	14.624664198445	14.217087004813	13.0380240651611	14.7169922251018	14.055	14.282	14.306	14.653	13.547	0.227	0.023	0.347	1.106	0.759	0.035	0.113	0.079	0.355	-0.878	1.204	0.036	-0.086	0.128	2	2199.13	0	1	266.01	9.62080819448925e-60	2	1882.77	0	129642	1	3264.33604751864	0	6	590.162157768494	0	43208	1	196.804789653705	1.30359365278302e-44	6	1236.56067121825	0	43208	1	1665.83000253876	0	6	832.784633200923	0	43208	TRUE	TRUE	TRUE	TRUE	FBte0000608	nnnnnnnn	Ivk	Dmel	Ivk	non_LTR_retrotransposon	LINE	Jockey	?	I	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;reverse_transcriptase|gag|I_DM|JOCKEY_clade|IVK_DM|You.	non-LTR	RNA	5402
JOCKEY2	0.969369894982497	3.5551	3.761898	3.857685	3.73295	3.351973	3.737763	3.82709247374562	3.57840169194866	3.72747228704784	3.08743203033839	3.96124212368728	3.63878792298716	3.77906534422404	3.668497957993	4.06925379229872	3.92248162193699	3.77208634772462	3.66691802800467	3.61410793465578	3.87212660443407	3.7791549008168	3.66640869311552	3.40478558926488	3.45203733955659	3.31673745624271	3.23432963827305	3.7052768378063	3.68515840140023	3.57760355892649	3.98301400233372	3.588	3.744	3.658	3.795	3.545	0.156	0.061	0.137	0.25	0.114	0.053	0.098	0.046	0.207	-0.125	0.386	0.082	-0.047	0.157	2	41.54	9.33752163917552e-19	1	48.18	3.92172882009815e-12	2	44.31	5.87112636614713e-20	82266	1	100.479596362391	1.31368348906699e-23	6	6.61074458157219	5.3637936119178e-07	27416	1	30.0226696250514	4.30779087771412e-08	6	22.6322214111161	9.05522990924413e-27	27416	1	9.56279079437472	0.00198760323493677	6	6.79845737896748	3.22361447219565e-07	27416	TRUE	TRUE	TRUE	FALSE	FBte0001092	NA	jockey2	Dmel	jockey2	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	100	1	NA	Jockey|Non-LTR_Retrotransposon|Transposable_Element;AP_endonuclease|DNA_binding_protein|JOCKEY_clad|JOCKEY2|ORF1;ORF2|RNase_H|reverse_transcriptase.	non-LTR	RNA	3428
JUAN	1	8.520304	10.698328	11.482111	9.658161	8.472807	11.096459	10.9104242209632	9.38334773371105	9.41562275731822	4.37182082152975	11.2298677998111	10.3716466005666	10.6623642587347	10.5294341359773	11.3823812559018	11.3286196883853	11.6677662889518	11.5496782341832	9.59586756373938	10.5304362606232	9.13372946175637	9.372611898017	8.50280878186969	8.75496553352219	8.43738904627007	8.19606350330501	11.2509310670444	11.7058493862134	9.59189660056657	11.837157223796	9.492	10.484	9.609	10.57	9.785	0.993	0.143	0.961	0.786	-0.175	0.137	0.111	-0.026	2.178	-1.824	2.624	0.328	-0.25	0.389	2	1684.73	0	1	4754.59	0	2	9650.78	0	101658	1	14143.6780043058	0	6	576.330836957425	0	33880	1	10896.8278140881	0	6	4764.14708459983	0	33880	1	6540.83434373417	0	6	195.603144381766	4.72620475306718e-246	33880	TRUE	TRUE	TRUE	TRUE	FBte0000982	AY180919	Juan	Dmel	Juan	non_LTR_retrotransposon	LINE	Jockey	Jockey	Jockey	Drosophila_melanogaster	99.905	1	1	Jockey|Non-LTR_Retrotransposon|Transposable_Element|DOC6_DM;JOCKEY_clade|ORF1|ORF2|Strider|endonuclease;reverse_transcriptase.	non-LTR	RNA	4236
LOOPER1_DM	1	2.099691	2.448587	2.492636	2.402395	2.310264	2.433517	2.40306060606061	2.29112706007443	2.48115257841574	1.22342317916002	2.46962945241893	2.36682190324296	2.56184635832004	2.39605050505051	2.62248803827751	2.45149175970229	2.43788569909623	2.45867783094099	2.26711111111111	2.48535991493886	2.42134715576821	2.43576289207868	2.39190271132376	2.32548325358852	2.3056480595428	2.21802286018076	2.46008346624136	2.46040085061138	2.323663476874	2.4899197235513	2.301	2.428	2.274	2.448	2.372	0.127	0.078	0.173	0.076	-0.098	0.106	0.045	-0.061	0.349	-0.09	0.123	0.222	-0.053	0.075	2	177.01	2.66957118904279e-77	1	284.75	1.08921380209066e-63	2	282.43	1.26925158752893e-122	45138	1	96.9757145235632	8.22658014962648e-23	6	17.078349295458	8.98846343551418e-20	15040	1	804.019877226267	2.37766973453755e-172	6	586.061012542988	0	15040	1	48.9752821680163	2.70163596820928e-12	6	24.7394857687141	2.33717480431844e-29	15040	TRUE	TRUE	TRUE	TRUE	FBte0000323	NA	looper1	Dmel	looper1	terminal_inverted_repeat_element	DNA	piggyBac	PiggyBac	PiggyBac	Drosophila_melanogaster	100	1	NA	piggyBac|DNA_transposon|Transposable_Element|LOOPER1_Dm;Looper/PiggyBac_superfamily|TTAA|transposase.	TIR	DNA	1881
MARINER2	1	9.885595	10.738365	10.973642	10.560961	10.185224	10.496316	10.7004221491228	10.0408344298246	10.6143728070175	8.18675219298246	10.7606929824561	10.2656984649123	11.1164210526316	10.810649122807	11.4087127192982	10.7641962719298	10.9299605263158	10.7916995614035	10.0721875	10.7951195175439	10.7170833333333	10.6594539473684	10.334913377193	9.97383333333333	10.2289835526316	10.2031666666667	10.6192039473684	10.4644572368421	9.99801644736842	10.9035877192982	10.348	10.599	10.312	10.767	10.341	0.25	0.034	0.455	0.427	-0.029	0.062	0.058	-0.004	0.853	-0.413	0.311	0.119	-0.055	0.043	2	41.69	8.49285503431494e-19	1	30.15	4.03668718770481e-08	2	64.62	1.04082275616569e-28	21882	1	16.3088588816276	5.43637617969206e-05	6	7.01621997416809	1.84906833819774e-07	7288	1	114.325626022626	1.73670054984073e-26	6	58.6561749679173	3.31046160388722e-71	7288	1	28.1423203754738	1.16030386427471e-07	6	8.2067964805465	7.1575033206308e-09	7288	TRUE	TRUE	TRUE	TRUE	FBte0001033	nnnnnnnn	mariner2	Dmel	mariner2	terminal_inverted_repeat_element	DNA	Mariner/Tc1	Tc1-Mariner	Tc1	Drosophila_melanogaster	100	1	NA	Mariner/Tc1|DNA_transposon|Transposable_Element|MARINER2_DM;Mariner/Tc1-superfamily|transposase.	TIR	DNA	912
